season,round,driver,driver_points_after_race,driver_wins_after_race,driver_standings_pos_after_race,driver_points,driver_wins,driver_standings_pos
2001,6,hakkinen,4.0,0,12,4.0,0.0,10.0
2001,6,verstappen,1.0,0,13,0.0,0.0,14.0
2001,6,fisichella,1.0,0,14,1.0,0.0,13.0
2001,6,irvine,0.0,0,15,0.0,0.0,20.0
2001,6,alesi,0.0,0,16,0.0,0.0,15.0
2001,6,burti,0.0,0,17,0.0,0.0,16.0
2001,6,marques,0.0,0,18,0.0,0.0,17.0
2001,6,button,0.0,0,19,0.0,0.0,18.0
2001,6,bernoldi,0.0,0,20,0.0,0.0,19.0
2001,6,alonso,0.0,0,21,0.0,0.0,21.0
2001,6,mazzacane,0.0,0,22,0.0,0.0,22.0
2001,7,michael_schumacher,52.0,4,1,42.0,3.0,1.0
2001,7,coulthard,40.0,2,2,38.0,2.0,2.0
2001,7,barrichello,24.0,0,3,18.0,0.0,3.0
2001,7,ralf_schumacher,12.0,1,4,12.0,1.0,4.0
2001,7,heidfeld,8.0,0,5,8.0,0.0,5.0
2001,7,villeneuve,7.0,0,6,4.0,0.0,10.0
2001,7,trulli,7.0,0,7,7.0,0.0,6.0
2001,7,montoya,6.0,0,8,6.0,0.0,7.0
2001,7,frentzen,6.0,0,9,6.0,0.0,8.0
2001,7,panis,5.0,0,10,5.0,0.0,9.0
2001,7,irvine,4.0,0,11,0.0,0.0,15.0
2001,7,raikkonen,4.0,0,12,4.0,0.0,11.0
2001,7,hakkinen,4.0,0,13,4.0,0.0,12.0
2001,7,verstappen,1.0,0,14,1.0,0.0,13.0
2001,7,alesi,1.0,0,15,0.0,0.0,16.0
2001,7,fisichella,1.0,0,16,1.0,0.0,14.0
2001,7,button,0.0,0,17,0.0,0.0,19.0
2001,7,burti,0.0,0,18,0.0,0.0,17.0
2001,7,bernoldi,0.0,0,19,0.0,0.0,20.0
2001,7,marques,0.0,0,20,0.0,0.0,18.0
2001,7,alonso,0.0,0,21,0.0,0.0,21.0
2001,7,mazzacane,0.0,0,22,0.0,0.0,22.0
2001,8,michael_schumacher,58.0,4,1,52.0,4.0,1.0
2001,8,coulthard,40.0,2,2,40.0,2.0,2.0
2001,8,barrichello,24.0,0,3,24.0,0.0,3.0
2001,8,ralf_schumacher,22.0,2,4,12.0,1.0,4.0
2001,8,heidfeld,8.0,0,5,8.0,0.0,5.0
2001,8,hakkinen,8.0,0,6,4.0,0.0,13.0
2001,8,villeneuve,7.0,0,7,7.0,0.0,6.0
2001,8,raikkonen,7.0,0,8,4.0,0.0,12.0
2001,8,trulli,7.0,0,9,7.0,0.0,7.0
2001,8,montoya,6.0,0,10,6.0,0.0,8.0
2001,8,frentzen,6.0,0,11,6.0,0.0,9.0
2001,8,panis,5.0,0,12,5.0,0.0,10.0
2001,8,irvine,4.0,0,13,4.0,0.0,11.0
2001,8,alesi,3.0,0,14,1.0,0.0,15.0
2001,8,verstappen,1.0,0,15,1.0,0.0,14.0
2001,8,fisichella,1.0,0,16,1.0,0.0,16.0
2001,8,rosa,1.0,0,17,0.0,0.0,0.0
2001,8,button,0.0,0,18,0.0,0.0,17.0
2001,8,zonta,0.0,0,19,0.0,0.0,0.0
2001,8,burti,0.0,0,20,0.0,0.0,18.0
2001,8,marques,0.0,0,21,0.0,0.0,20.0
2001,8,bernoldi,0.0,0,22,0.0,0.0,19.0
2001,8,alonso,0.0,0,23,0.0,0.0,21.0
2001,8,mazzacane,0.0,0,24,0.0,0.0,22.0
2001,9,michael_schumacher,68.0,5,1,58.0,4.0,1.0
2001,9,coulthard,44.0,2,2,40.0,2.0,2.0
2001,9,barrichello,26.0,0,3,24.0,0.0,3.0
2001,9,ralf_schumacher,25.0,2,4,22.0,2.0,4.0
2001,9,montoya,12.0,0,5,6.0,0.0,10.0
2001,9,hakkinen,9.0,0,6,8.0,0.0,6.0
2001,9,heidfeld,8.0,0,7,8.0,0.0,5.0
2001,9,villeneuve,7.0,0,8,7.0,0.0,7.0
2001,9,raikkonen,7.0,0,9,7.0,0.0,8.0
2001,9,trulli,7.0,0,10,7.0,0.0,9.0
2001,9,frentzen,6.0,0,11,6.0,0.0,11.0
2001,9,panis,5.0,0,12,5.0,0.0,12.0
2001,9,irvine,4.0,0,13,4.0,0.0,13.0
2001,9,alesi,3.0,0,14,3.0,0.0,14.0
2001,9,verstappen,1.0,0,15,1.0,0.0,15.0
2001,9,rosa,1.0,0,16,1.0,0.0,17.0
2001,9,fisichella,1.0,0,17,1.0,0.0,16.0
2001,9,button,0.0,0,18,0.0,0.0,18.0
2001,9,zonta,0.0,0,19,0.0,0.0,19.0
2001,9,burti,0.0,0,20,0.0,0.0,20.0
2001,9,marques,0.0,0,21,0.0,0.0,21.0
2001,9,bernoldi,0.0,0,22,0.0,0.0,22.0
2001,9,alonso,0.0,0,23,0.0,0.0,23.0
2001,9,mazzacane,0.0,0,24,0.0,0.0,24.0
2001,10,michael_schumacher,78.0,6,1,68.0,5.0,1.0
2001,10,coulthard,47.0,2,2,44.0,2.0,2.0
2001,10,ralf_schumacher,31.0,2,3,25.0,2.0,4.0
2001,10,barrichello,30.0,0,4,26.0,0.0,3.0
2001,10,montoya,12.0,0,5,12.0,0.0,5.0
2001,10,heidfeld,9.0,0,6,8.0,0.0,7.0
2001,10,hakkinen,9.0,0,7,9.0,0.0,6.0
2001,10,trulli,9.0,0,8,7.0,0.0,10.0
2001,10,villeneuve,7.0,0,9,7.0,0.0,8.0
2001,10,raikkonen,7.0,0,10,7.0,0.0,9.0
2001,10,frentzen,6.0,0,11,6.0,0.0,11.0
2001,10,panis,5.0,0,12,5.0,0.0,12.0
2001,10,irvine,4.0,0,13,4.0,0.0,13.0
2001,10,alesi,3.0,0,14,3.0,0.0,14.0
2001,10,verstappen,1.0,0,15,1.0,0.0,15.0
2001,10,rosa,1.0,0,16,1.0,0.0,16.0
2001,10,fisichella,1.0,0,17,1.0,0.0,17.0
2001,10,button,0.0,0,18,0.0,0.0,18.0
2001,10,zonta,0.0,0,19,0.0,0.0,19.0
2001,10,burti,0.0,0,20,0.0,0.0,20.0
2001,10,marques,0.0,0,21,0.0,0.0,21.0
2001,10,bernoldi,0.0,0,22,0.0,0.0,22.0
2001,10,alonso,0.0,0,23,0.0,0.0,23.0
2001,10,mazzacane,0.0,0,24,0.0,0.0,24.0
2001,11,michael_schumacher,84.0,6,1,78.0,6.0,1.0
2001,11,coulthard,47.0,2,2,47.0,2.0,2.0
2001,11,barrichello,34.0,0,3,30.0,0.0,4.0
2001,11,ralf_schumacher,31.0,2,4,31.0,2.0,3.0
2001,11,hakkinen,19.0,1,5,9.0,0.0,7.0
2001,11,montoya,15.0,0,6,12.0,0.0,5.0
2001,11,heidfeld,10.0,0,7,9.0,0.0,6.0
2001,11,raikkonen,9.0,0,8,7.0,0.0,10.0
2001,11,trulli,9.0,0,9,9.0,0.0,8.0
2001,11,villeneuve,7.0,0,10,7.0,0.0,9.0
2001,11,frentzen,6.0,0,11,6.0,0.0,11.0
2001,11,panis,5.0,0,12,5.0,0.0,12.0
2001,11,irvine,4.0,0,13,4.0,0.0,13.0
2001,11,alesi,3.0,0,14,3.0,0.0,14.0
2001,11,verstappen,1.0,0,15,1.0,0.0,15.0
2001,11,rosa,1.0,0,16,1.0,0.0,16.0
2001,11,fisichella,1.0,0,17,1.0,0.0,17.0
2001,11,button,0.0,0,18,0.0,0.0,18.0
2001,11,zonta,0.0,0,19,0.0,0.0,19.0
2001,11,burti,0.0,0,20,0.0,0.0,20.0
2001,11,marques,0.0,0,21,0.0,0.0,21.0
2001,11,bernoldi,0.0,0,22,0.0,0.0,22.0
2001,11,alonso,0.0,0,23,0.0,0.0,23.0
2001,11,mazzacane,0.0,0,24,0.0,0.0,24.0
2001,12,michael_schumacher,84.0,6,1,84.0,6.0,1.0
2001,12,coulthard,47.0,2,2,47.0,2.0,2.0
2001,12,ralf_schumacher,41.0,3,3,31.0,2.0,4.0
2001,12,barrichello,40.0,0,4,34.0,0.0,3.0
2001,12,hakkinen,19.0,1,5,19.0,1.0,5.0
2001,12,montoya,15.0,0,6,15.0,0.0,6.0
2001,12,villeneuve,11.0,0,7,7.0,0.0,10.0
2001,12,heidfeld,10.0,0,8,10.0,0.0,7.0
2001,12,raikkonen,9.0,0,9,9.0,0.0,8.0
2001,12,trulli,9.0,0,10,9.0,0.0,9.0
2001,12,frentzen,6.0,0,11,6.0,0.0,11.0
2001,12,panis,5.0,0,12,5.0,0.0,12.0
2001,12,irvine,4.0,0,13,4.0,0.0,13.0
2001,12,fisichella,4.0,0,14,1.0,0.0,17.0
2001,12,alesi,4.0,0,15,3.0,0.0,14.0
2001,12,button,2.0,0,16,0.0,0.0,18.0
2001,12,verstappen,1.0,0,17,1.0,0.0,15.0
2001,12,rosa,1.0,0,18,1.0,0.0,16.0
2001,12,zonta,0.0,0,19,0.0,0.0,19.0
2001,12,burti,0.0,0,20,0.0,0.0,20.0
2001,12,bernoldi,0.0,0,21,0.0,0.0,22.0
2001,12,marques,0.0,0,22,0.0,0.0,21.0
2001,12,alonso,0.0,0,23,0.0,0.0,23.0
2001,12,mazzacane,0.0,0,24,0.0,0.0,24.0
2001,13,michael_schumacher,94.0,7,1,84.0,6.0,1.0
2001,13,coulthard,51.0,2,2,47.0,2.0,2.0
2001,13,barrichello,46.0,0,3,40.0,0.0,4.0
2001,13,ralf_schumacher,44.0,3,4,41.0,3.0,3.0
2001,13,hakkinen,21.0,1,5,19.0,1.0,5.0
2001,13,montoya,15.0,0,6,15.0,0.0,6.0
2001,13,villeneuve,11.0,0,7,11.0,0.0,7.0
2001,13,heidfeld,11.0,0,8,10.0,0.0,8.0
2001,13,raikkonen,9.0,0,9,9.0,0.0,9.0
2001,13,trulli,9.0,0,10,9.0,0.0,10.0
2001,13,frentzen,6.0,0,11,6.0,0.0,11.0
2001,13,panis,5.0,0,12,5.0,0.0,12.0
2001,13,irvine,4.0,0,13,4.0,0.0,13.0
2001,13,fisichella,4.0,0,14,4.0,0.0,14.0
2001,13,alesi,4.0,0,15,4.0,0.0,15.0
2001,13,button,2.0,0,16,2.0,0.0,16.0
2001,13,verstappen,1.0,0,17,1.0,0.0,17.0
2001,13,rosa,1.0,0,18,1.0,0.0,18.0
2001,13,zonta,0.0,0,19,0.0,0.0,19.0
2001,13,burti,0.0,0,20,0.0,0.0,20.0
2001,13,bernoldi,0.0,0,21,0.0,0.0,21.0
2001,13,marques,0.0,0,22,0.0,0.0,22.0
2001,13,alonso,0.0,0,23,0.0,0.0,23.0
2001,13,mazzacane,0.0,0,24,0.0,0.0,24.0
2001,14,michael_schumacher,104.0,8,1,94.0,7.0,1.0
2001,14,coulthard,57.0,2,2,51.0,2.0,2.0
2001,14,barrichello,48.0,0,3,46.0,0.0,3.0
2001,14,ralf_schumacher,44.0,3,4,44.0,3.0,4.0
2001,14,hakkinen,24.0,1,5,21.0,1.0,5.0
2001,14,montoya,15.0,0,6,15.0,0.0,6.0
2001,14,villeneuve,11.0,0,7,11.0,0.0,7.0
2001,14,heidfeld,11.0,0,8,11.0,0.0,8.0
2001,14,raikkonen,9.0,0,9,9.0,0.0,9.0
2001,14,trulli,9.0,0,10,9.0,0.0,10.0
2001,14,fisichella,8.0,0,11,4.0,0.0,14.0
2001,14,frentzen,6.0,0,12,6.0,0.0,11.0
2001,14,panis,5.0,0,13,5.0,0.0,12.0
2001,14,alesi,5.0,0,14,4.0,0.0,15.0
2001,14,irvine,4.0,0,15,4.0,0.0,13.0
2001,14,button,2.0,0,16,2.0,0.0,16.0
2001,14,verstappen,1.0,0,17,1.0,0.0,17.0
2001,14,rosa,1.0,0,18,1.0,0.0,18.0
2001,14,zonta,0.0,0,19,0.0,0.0,19.0
2001,14,burti,0.0,0,20,0.0,0.0,20.0
2001,14,bernoldi,0.0,0,21,0.0,0.0,21.0
2001,14,marques,0.0,0,22,0.0,0.0,22.0
2001,14,alonso,0.0,0,23,0.0,0.0,23.0
2001,14,mazzacane,0.0,0,24,0.0,0.0,24.0
2001,15,michael_schumacher,107.0,8,1,104.0,8.0,1.0
2001,15,coulthard,57.0,2,2,57.0,2.0,2.0
2001,15,barrichello,54.0,0,3,48.0,0.0,3.0
2001,15,ralf_schumacher,48.0,3,4,44.0,3.0,4.0
2001,15,montoya,25.0,1,5,15.0,0.0,6.0
2001,15,hakkinen,24.0,1,6,24.0,1.0,5.0
2001,15,villeneuve,12.0,0,7,11.0,0.0,7.0
2001,15,heidfeld,11.0,0,8,11.0,0.0,8.0
2001,15,raikkonen,9.0,0,9,9.0,0.0,9.0
2001,15,trulli,9.0,0,10,9.0,0.0,10.0
2001,15,fisichella,8.0,0,11,8.0,0.0,11.0
2001,15,frentzen,6.0,0,12,6.0,0.0,12.0
2001,15,panis,5.0,0,13,5.0,0.0,13.0
2001,15,alesi,5.0,0,14,5.0,0.0,14.0
2001,15,irvine,4.0,0,15,4.0,0.0,15.0
2001,15,rosa,3.0,0,16,1.0,0.0,18.0
2001,15,button,2.0,0,17,2.0,0.0,16.0
2001,15,verstappen,1.0,0,18,1.0,0.0,17.0
2001,15,zonta,0.0,0,19,0.0,0.0,19.0
2001,15,burti,0.0,0,20,0.0,0.0,20.0
2001,15,bernoldi,0.0,0,21,0.0,0.0,21.0
2001,15,marques,0.0,0,22,0.0,0.0,22.0
2001,15,alonso,0.0,0,23,0.0,0.0,23.0
2001,15,enge,0.0,0,24,0.0,0.0,0.0
2001,15,mazzacane,0.0,0,25,0.0,0.0,24.0
2001,16,michael_schumacher,113.0,8,1,107.0,8.0,1.0
2001,16,coulthard,61.0,2,2,57.0,2.0,2.0
2001,16,barrichello,54.0,0,3,54.0,0.0,3.0
2001,16,ralf_schumacher,48.0,3,4,48.0,3.0,4.0
2001,16,hakkinen,34.0,2,5,24.0,1.0,6.0
2001,16,montoya,25.0,1,6,25.0,1.0,5.0
2001,16,villeneuve,12.0,0,7,12.0,0.0,7.0
2001,16,heidfeld,12.0,0,8,11.0,0.0,8.0
2001,16,trulli,12.0,0,9,9.0,0.0,10.0
2001,16,raikkonen,9.0,0,10,9.0,0.0,9.0
2001,16,fisichella,8.0,0,11,8.0,0.0,11.0
2001,16,irvine,6.0,0,12,4.0,0.0,15.0
2001,16,frentzen,6.0,0,13,6.0,0.0,12.0
2001,16,panis,5.0,0,14,5.0,0.0,13.0
2001,16,alesi,5.0,0,15,5.0,0.0,14.0
2001,16,rosa,3.0,0,16,3.0,0.0,16.0
2001,16,button,2.0,0,17,2.0,0.0,17.0
2001,16,verstappen,1.0,0,18,1.0,0.0,18.0
2001,16,zonta,0.0,0,19,0.0,0.0,19.0
2001,16,burti,0.0,0,20,0.0,0.0,20.0
2001,16,bernoldi,0.0,0,21,0.0,0.0,21.0
2001,16,marques,0.0,0,22,0.0,0.0,22.0
2001,16,alonso,0.0,0,23,0.0,0.0,23.0
2001,16,enge,0.0,0,24,0.0,0.0,24.0
2001,16,mazzacane,0.0,0,25,0.0,0.0,25.0
2001,17,michael_schumacher,123.0,9,1,113.0,8.0,1.0
2001,17,coulthard,65.0,2,2,61.0,2.0,2.0
2001,17,barrichello,56.0,0,3,54.0,0.0,3.0
2001,17,ralf_schumacher,49.0,3,4,48.0,3.0,4.0
2001,17,hakkinen,37.0,2,5,34.0,2.0,5.0
2001,17,montoya,31.0,1,6,25.0,1.0,6.0
2001,17,villeneuve,12.0,0,7,12.0,0.0,7.0
2001,17,heidfeld,12.0,0,8,12.0,0.0,8.0
2001,17,trulli,12.0,0,9,12.0,0.0,9.0
2001,17,raikkonen,9.0,0,10,9.0,0.0,10.0
2001,17,fisichella,8.0,0,11,8.0,0.0,11.0
2001,17,irvine,6.0,0,12,6.0,0.0,12.0
2001,17,frentzen,6.0,0,13,6.0,0.0,13.0
2001,17,panis,5.0,0,14,5.0,0.0,14.0
2001,17,alesi,5.0,0,15,5.0,0.0,15.0
2001,17,rosa,3.0,0,16,3.0,0.0,16.0
2001,17,button,2.0,0,17,2.0,0.0,17.0
2001,17,verstappen,1.0,0,18,1.0,0.0,18.0
2001,17,zonta,0.0,0,19,0.0,0.0,19.0
2001,17,burti,0.0,0,20,0.0,0.0,20.0
2001,17,bernoldi,0.0,0,21,0.0,0.0,21.0
2001,17,marques,0.0,0,22,0.0,0.0,22.0
2001,17,alonso,0.0,0,23,0.0,0.0,23.0
2001,17,enge,0.0,0,24,0.0,0.0,24.0
2001,17,mazzacane,0.0,0,25,0.0,0.0,25.0
2001,17,yoong,0.0,0,26,0.0,0.0,0.0
2002,1,michael_schumacher,10.0,1,1,0.0,0.0,0.0
2002,1,montoya,6.0,0,2,0.0,0.0,0.0
2002,1,raikkonen,4.0,0,3,0.0,0.0,0.0
2002,1,irvine,3.0,0,4,0.0,0.0,0.0
2002,1,webber,2.0,0,5,0.0,0.0,0.0
2002,1,salo,1.0,0,6,0.0,0.0,0.0
2002,1,yoong,0.0,0,7,0.0,0.0,0.0
2002,1,rosa,0.0,0,8,0.0,0.0,0.0
2002,2,michael_schumacher,14.0,1,1,10.0,1.0,1.0
2002,2,montoya,12.0,0,2,6.0,0.0,2.0
2002,2,ralf_schumacher,10.0,1,3,0.0,0.0,0.0
2002,2,raikkonen,4.0,0,4,4.0,0.0,3.0
2002,2,button,3.0,0,5,0.0,0.0,0.0
2002,2,irvine,3.0,0,6,3.0,0.0,4.0
2002,2,heidfeld,2.0,0,7,0.0,0.0,0.0
2002,2,webber,2.0,0,8,2.0,0.0,5.0
2002,2,salo,1.0,0,9,1.0,0.0,6.0
2002,2,massa,1.0,0,10,0.0,0.0,0.0
2002,2,mcnish,0.0,0,11,0.0,0.0,0.0
2002,2,yoong,0.0,0,12,0.0,0.0,7.0
2002,2,rosa,0.0,0,13,0.0,0.0,8.0
2002,2,villeneuve,0.0,0,14,0.0,0.0,0.0
2002,2,sato,0.0,0,15,0.0,0.0,0.0
2002,2,frentzen,0.0,0,16,0.0,0.0,0.0
2002,2,fisichella,0.0,0,17,0.0,0.0,0.0
2002,3,michael_schumacher,24.0,2,1,14.0,1.0,1.0
2002,3,ralf_schumacher,16.0,1,2,10.0,1.0,3.0
2002,3,montoya,14.0,0,3,12.0,0.0,2.0
2002,3,button,6.0,0,4,3.0,0.0,5.0
2002,3,raikkonen,4.0,0,5,4.0,0.0,4.0
2002,3,coulthard,4.0,0,6,0.0,0.0,0.0
2002,3,irvine,3.0,0,7,3.0,0.0,6.0
2002,3,webber,2.0,0,8,2.0,0.0,8.0
2002,3,heidfeld,2.0,0,9,2.0,0.0,7.0
2002,3,salo,2.0,0,10,1.0,0.0,9.0
2002,3,massa,1.0,0,11,1.0,0.0,10.0
2002,3,yoong,0.0,0,12,0.0,0.0,12.0
2002,3,mcnish,0.0,0,13,0.0,0.0,11.0
2002,3,rosa,0.0,0,14,0.0,0.0,13.0
2002,3,villeneuve,0.0,0,15,0.0,0.0,14.0
2002,3,sato,0.0,0,16,0.0,0.0,15.0
2002,3,frentzen,0.0,0,17,0.0,0.0,16.0
2002,3,fisichella,0.0,0,18,0.0,0.0,17.0
2002,4,michael_schumacher,34.0,3,1,24.0,2.0,1.0
2002,4,ralf_schumacher,20.0,1,2,16.0,1.0,2.0
2002,4,montoya,17.0,0,3,14.0,0.0,3.0
2002,4,button,8.0,0,4,6.0,0.0,4.0
2002,4,barrichello,6.0,0,5,0.0,0.0,0.0
2002,4,coulthard,5.0,0,6,4.0,0.0,6.0
2002,4,raikkonen,4.0,0,7,4.0,0.0,5.0
2002,4,irvine,3.0,0,8,3.0,0.0,7.0
2002,4,heidfeld,2.0,0,9,2.0,0.0,9.0
2002,4,webber,2.0,0,10,2.0,0.0,8.0
2002,4,salo,2.0,0,11,2.0,0.0,10.0
2002,4,massa,1.0,0,12,1.0,0.0,11.0
2002,4,villeneuve,0.0,0,13,0.0,0.0,15.0
2002,4,yoong,0.0,0,14,0.0,0.0,12.0
2002,4,mcnish,0.0,0,15,0.0,0.0,13.0
2002,4,rosa,0.0,0,16,0.0,0.0,14.0
2002,4,sato,0.0,0,17,0.0,0.0,16.0
2002,4,trulli,0.0,0,18,0.0,0.0,0.0
2002,4,frentzen,0.0,0,19,0.0,0.0,17.0
2002,4,fisichella,0.0,0,20,0.0,0.0,18.0
2002,5,michael_schumacher,44.0,4,1,34.0,3.0,1.0
2002,5,montoya,23.0,0,2,17.0,0.0,3.0
2002,5,ralf_schumacher,20.0,1,3,20.0,1.0,2.0
2002,5,coulthard,9.0,0,4,5.0,0.0,6.0
2002,5,button,8.0,0,5,8.0,0.0,4.0
2002,5,barrichello,6.0,0,6,6.0,0.0,5.0
2002,5,heidfeld,5.0,0,7,2.0,0.0,9.0
2002,5,raikkonen,4.0,0,8,4.0,0.0,7.0
2002,5,irvine,3.0,0,9,3.0,0.0,8.0
2002,5,massa,3.0,0,10,1.0,0.0,12.0
2002,5,webber,2.0,0,11,2.0,0.0,10.0
2002,5,salo,2.0,0,12,2.0,0.0,11.0
2002,5,frentzen,1.0,0,13,0.0,0.0,19.0
2002,5,villeneuve,0.0,0,14,0.0,0.0,13.0
2002,5,mcnish,0.0,0,15,0.0,0.0,15.0
2002,5,yoong,0.0,0,16,0.0,0.0,14.0
2002,5,rosa,0.0,0,17,0.0,0.0,16.0
2002,5,sato,0.0,0,18,0.0,0.0,17.0
2002,5,trulli,0.0,0,19,0.0,0.0,18.0
2002,5,fisichella,0.0,0,20,0.0,0.0,20.0
2002,6,michael_schumacher,54.0,5,1,44.0,4.0,1.0
2002,6,montoya,27.0,0,2,23.0,0.0,2.0
2002,6,ralf_schumacher,23.0,1,3,20.0,1.0,3.0
2002,6,barrichello,12.0,0,4,6.0,0.0,6.0
2002,6,coulthard,10.0,0,5,9.0,0.0,4.0
2002,6,button,8.0,0,6,8.0,0.0,5.0
2002,6,heidfeld,5.0,0,7,5.0,0.0,7.0
2002,6,raikkonen,4.0,0,8,4.0,0.0,8.0
2002,6,irvine,3.0,0,9,3.0,0.0,9.0
2002,6,massa,3.0,0,10,3.0,0.0,10.0
2002,6,webber,2.0,0,11,2.0,0.0,11.0
2002,6,fisichella,2.0,0,12,0.0,0.0,20.0
2002,6,salo,2.0,0,13,2.0,0.0,12.0
2002,6,frentzen,1.0,0,14,1.0,0.0,13.0
2002,6,villeneuve,0.0,0,15,0.0,0.0,14.0
2002,6,mcnish,0.0,0,16,0.0,0.0,15.0
2002,6,yoong,0.0,0,17,0.0,0.0,16.0
2002,6,rosa,0.0,0,18,0.0,0.0,17.0
2002,6,sato,0.0,0,19,0.0,0.0,18.0
2002,6,trulli,0.0,0,20,0.0,0.0,19.0
2002,7,michael_schumacher,60.0,5,1,54.0,5.0,1.0
2002,7,ralf_schumacher,27.0,1,2,23.0,1.0,3.0
2002,7,montoya,27.0,0,3,27.0,0.0,2.0
2002,7,coulthard,20.0,1,4,10.0,0.0,5.0
2002,7,barrichello,12.0,0,5,12.0,0.0,4.0
2002,7,button,8.0,0,6,8.0,0.0,6.0
2002,7,heidfeld,5.0,0,7,5.0,0.0,7.0
2002,7,raikkonen,4.0,0,8,4.0,0.0,8.0
2002,7,fisichella,4.0,0,9,2.0,0.0,12.0
2002,7,irvine,3.0,0,10,3.0,0.0,9.0
2002,7,trulli,3.0,0,11,0.0,0.0,20.0
2002,7,massa,3.0,0,12,3.0,0.0,10.0
2002,7,webber,2.0,0,13,2.0,0.0,11.0
2002,7,salo,2.0,0,14,2.0,0.0,13.0
2002,7,frentzen,2.0,0,15,1.0,0.0,14.0
2002,7,villeneuve,0.0,0,16,0.0,0.0,15.0
2002,7,mcnish,0.0,0,17,0.0,0.0,16.0
2002,7,yoong,0.0,0,18,0.0,0.0,17.0
2002,7,rosa,0.0,0,19,0.0,0.0,18.0
2002,7,sato,0.0,0,20,0.0,0.0,19.0
2002,7,bernoldi,0.0,0,21,0.0,0.0,0.0
2002,8,michael_schumacher,70.0,6,1,60.0,5.0,1.0
2002,8,ralf_schumacher,27.0,1,2,27.0,1.0,2.0
2002,8,montoya,27.0,0,3,27.0,0.0,3.0
2002,8,coulthard,26.0,1,4,20.0,1.0,4.0
2002,8,barrichello,16.0,0,5,12.0,0.0,5.0
2002,8,button,8.0,0,6,8.0,0.0,6.0
2002,8,raikkonen,7.0,0,7,4.0,0.0,8.0
2002,8,fisichella,6.0,0,8,4.0,0.0,9.0
2002,8,heidfeld,5.0,0,9,5.0,0.0,7.0
2002,8,trulli,4.0,0,10,3.0,0.0,11.0
2002,8,irvine,3.0,0,11,3.0,0.0,10.0
2002,8,massa,3.0,0,12,3.0,0.0,12.0
2002,8,webber,2.0,0,13,2.0,0.0,13.0
2002,8,salo,2.0,0,14,2.0,0.0,14.0
2002,8,frentzen,2.0,0,15,2.0,0.0,15.0
2002,8,villeneuve,0.0,0,16,0.0,0.0,16.0
2002,8,mcnish,0.0,0,17,0.0,0.0,17.0
2002,8,yoong,0.0,0,18,0.0,0.0,18.0
2002,8,rosa,0.0,0,19,0.0,0.0,19.0
2002,8,panis,0.0,0,20,0.0,0.0,0.0
2002,8,sato,0.0,0,21,0.0,0.0,20.0
2002,8,bernoldi,0.0,0,22,0.0,0.0,21.0
2002,9,michael_schumacher,76.0,6,1,70.0,6.0,1.0
2002,9,ralf_schumacher,30.0,1,2,27.0,1.0,2.0
2002,9,montoya,27.0,0,3,27.0,0.0,3.0
2002,9,barrichello,26.0,1,4,16.0,0.0,5.0
2002,9,coulthard,26.0,1,5,26.0,1.0,4.0
2002,9,raikkonen,11.0,0,6,7.0,0.0,7.0
2002,9,button,10.0,0,7,8.0,0.0,6.0
2002,9,fisichella,6.0,0,8,6.0,0.0,8.0
2002,9,heidfeld,5.0,0,9,5.0,0.0,9.0
2002,9,trulli,4.0,0,10,4.0,0.0,10.0
2002,9,massa,4.0,0,11,3.0,0.0,12.0
2002,9,irvine,3.0,0,12,3.0,0.0,11.0
2002,9,webber,2.0,0,13,2.0,0.0,13.0
2002,9,salo,2.0,0,14,2.0,0.0,14.0
2002,9,frentzen,2.0,0,15,2.0,0.0,15.0
2002,9,villeneuve,0.0,0,16,0.0,0.0,16.0
2002,9,mcnish,0.0,0,17,0.0,0.0,17.0
2002,9,yoong,0.0,0,18,0.0,0.0,18.0
2002,9,rosa,0.0,0,19,0.0,0.0,19.0
2002,9,panis,0.0,0,20,0.0,0.0,20.0
2002,9,sato,0.0,0,21,0.0,0.0,21.0
2002,9,bernoldi,0.0,0,22,0.0,0.0,22.0
2002,10,michael_schumacher,86.0,7,1,76.0,6.0,1.0
2002,10,barrichello,32.0,1,2,26.0,1.0,4.0
2002,10,montoya,31.0,0,3,27.0,0.0,3.0
2002,10,ralf_schumacher,30.0,1,4,30.0,1.0,2.0
2002,10,coulthard,26.0,1,5,26.0,1.0,5.0
2002,10,raikkonen,11.0,0,6,11.0,0.0,6.0
2002,10,button,10.0,0,7,10.0,0.0,7.0
2002,10,heidfeld,6.0,0,8,5.0,0.0,9.0
2002,10,fisichella,6.0,0,9,6.0,0.0,8.0
2002,10,trulli,4.0,0,10,4.0,0.0,10.0
2002,10,massa,4.0,0,11,4.0,0.0,11.0
2002,10,villeneuve,3.0,0,12,0.0,0.0,16.0
2002,10,irvine,3.0,0,13,3.0,0.0,12.0
2002,10,panis,2.0,0,14,0.0,0.0,20.0
2002,10,webber,2.0,0,15,2.0,0.0,13.0
2002,10,salo,2.0,0,16,2.0,0.0,14.0
2002,10,frentzen,2.0,0,17,2.0,0.0,15.0
2002,10,mcnish,0.0,0,18,0.0,0.0,17.0
2002,10,yoong,0.0,0,19,0.0,0.0,18.0
2002,10,rosa,0.0,0,20,0.0,0.0,19.0
2002,10,sato,0.0,0,21,0.0,0.0,21.0
2002,10,bernoldi,0.0,0,22,0.0,0.0,22.0
2002,11,michael_schumacher,96.0,8,1,86.0,7.0,1.0
