season,round,constructor,constructor_points_after_race,constructor_wins_after_race,constructor_standings_pos_after_race,constructor_points,constructor_wins,constructor_standings_pos
2012,11,mercedes,106.0,1,5,105.0,1.0,5.0
2012,11,sauber,80.0,0,6,80.0,0.0,6.0
2012,11,williams,53.0,1,7,47.0,1.0,7.0
2012,11,force_india,46.0,0,8,46.0,0.0,8.0
2012,11,toro_rosso,6.0,0,9,6.0,0.0,9.0
2012,11,caterham,0.0,0,10,0.0,0.0,10.0
2012,11,marussia,0.0,0,11,0.0,0.0,11.0
2012,11,hrt,0.0,0,12,0.0,0.0,12.0
2012,12,red_bull,272.0,3,1,246.0,3.0,1.0
2012,12,mclaren,218.0,4,2,193.0,3.0,2.0
2012,12,lotus_f1,207.0,0,3,192.0,0.0,3.0
2012,12,ferrari,199.0,3,4,189.0,3.0,4.0
2012,12,mercedes,112.0,1,5,106.0,1.0,5.0
2012,12,sauber,80.0,0,6,80.0,0.0,6.0
2012,12,force_india,59.0,0,7,46.0,0.0,8.0
2012,12,williams,53.0,1,8,53.0,1.0,7.0
2012,12,toro_rosso,12.0,0,9,6.0,0.0,9.0
2012,12,caterham,0.0,0,10,0.0,0.0,10.0
2012,12,marussia,0.0,0,11,0.0,0.0,11.0
2012,12,hrt,0.0,0,12,0.0,0.0,12.0
2012,13,red_bull,272.0,3,1,272.0,3.0,1.0
2012,13,mclaren,243.0,5,2,218.0,4.0,2.0
2012,13,ferrari,226.0,3,3,199.0,3.0,4.0
2012,13,lotus_f1,217.0,0,4,207.0,0.0,3.0
2012,13,mercedes,126.0,1,5,112.0,1.0,5.0
2012,13,sauber,100.0,0,6,80.0,0.0,6.0
2012,13,force_india,63.0,0,7,59.0,0.0,7.0
2012,13,williams,54.0,1,8,53.0,1.0,8.0
2012,13,toro_rosso,12.0,0,9,12.0,0.0,9.0
2012,13,caterham,0.0,0,10,0.0,0.0,10.0
2012,13,marussia,0.0,0,11,0.0,0.0,11.0
2012,13,hrt,0.0,0,12,0.0,0.0,12.0
2012,14,red_bull,297.0,4,1,272.0,3.0,1.0
2012,14,mclaren,261.0,5,2,243.0,5.0,2.0
2012,14,ferrari,245.0,3,3,226.0,3.0,3.0
2012,14,lotus_f1,231.0,0,4,217.0,0.0,4.0
2012,14,mercedes,136.0,1,5,126.0,1.0,5.0
2012,14,sauber,101.0,0,6,100.0,0.0,6.0
2012,14,force_india,75.0,0,7,63.0,0.0,7.0
2012,14,williams,54.0,1,8,54.0,1.0,8.0
2012,14,toro_rosso,14.0,0,9,12.0,0.0,9.0
2012,14,marussia,0.0,0,10,0.0,0.0,11.0
2012,14,caterham,0.0,0,11,0.0,0.0,10.0
2012,14,hrt,0.0,0,12,0.0,0.0,12.0
2012,15,red_bull,324.0,5,1,297.0,4.0,1.0
2012,15,mclaren,283.0,5,2,261.0,5.0,2.0
2012,15,ferrari,263.0,3,3,245.0,3.0,3.0
2012,15,lotus_f1,239.0,0,4,231.0,0.0,4.0
2012,15,mercedes,136.0,1,5,136.0,1.0,5.0
2012,15,sauber,116.0,0,6,101.0,0.0,6.0
2012,15,force_india,81.0,0,7,75.0,0.0,7.0
2012,15,williams,58.0,1,8,54.0,1.0,8.0
2012,15,toro_rosso,15.0,0,9,14.0,0.0,9.0
2012,15,marussia,0.0,0,10,0.0,0.0,10.0
2012,15,caterham,0.0,0,11,0.0,0.0,11.0
2012,15,hrt,0.0,0,12,0.0,0.0,12.0
2012,16,red_bull,367.0,6,1,324.0,5.0,1.0
2012,16,ferrari,290.0,3,2,263.0,3.0,3.0
2012,16,mclaren,284.0,5,3,283.0,5.0,2.0
2012,16,lotus_f1,255.0,0,4,239.0,0.0,4.0
2012,16,mercedes,136.0,1,5,136.0,1.0,5.0
2012,16,sauber,116.0,0,6,116.0,0.0,6.0
2012,16,force_india,89.0,0,7,81.0,0.0,7.0
2012,16,williams,58.0,1,8,58.0,1.0,8.0
2012,16,toro_rosso,21.0,0,9,15.0,0.0,9.0
2012,16,marussia,0.0,0,10,0.0,0.0,10.0
2012,16,caterham,0.0,0,11,0.0,0.0,11.0
2012,16,hrt,0.0,0,12,0.0,0.0,12.0
2012,17,red_bull,407.0,7,1,367.0,6.0,1.0
2012,17,ferrari,316.0,3,2,290.0,3.0,2.0
2012,17,mclaren,306.0,5,3,284.0,5.0,3.0
2012,17,lotus_f1,263.0,0,4,255.0,0.0,4.0
2012,17,mercedes,136.0,1,5,136.0,1.0,5.0
2012,17,sauber,116.0,0,6,116.0,0.0,6.0
2012,17,force_india,93.0,0,7,89.0,0.0,7.0
2012,17,williams,59.0,1,8,58.0,1.0,8.0
2012,17,toro_rosso,21.0,0,9,21.0,0.0,9.0
2012,17,marussia,0.0,0,10,0.0,0.0,10.0
2012,17,caterham,0.0,0,11,0.0,0.0,11.0
2012,17,hrt,0.0,0,12,0.0,0.0,12.0
2012,18,red_bull,422.0,7,1,407.0,7.0,1.0
2012,18,ferrari,340.0,3,2,316.0,3.0,2.0
2012,18,mclaren,318.0,5,3,306.0,5.0,3.0
2012,18,lotus_f1,288.0,1,4,263.0,0.0,4.0
2012,18,mercedes,136.0,1,5,136.0,1.0,5.0
2012,18,sauber,124.0,0,6,116.0,0.0,6.0
2012,18,force_india,95.0,0,7,93.0,0.0,7.0
2012,18,williams,73.0,1,8,59.0,1.0,8.0
2012,18,toro_rosso,22.0,0,9,21.0,0.0,9.0
2012,18,marussia,0.0,0,10,0.0,0.0,10.0
2012,18,caterham,0.0,0,11,0.0,0.0,11.0
2012,18,hrt,0.0,0,12,0.0,0.0,12.0
2012,19,red_bull,440.0,7,1,422.0,7.0,1.0
2012,19,ferrari,367.0,3,2,340.0,3.0,2.0
2012,19,mclaren,353.0,6,3,318.0,5.0,3.0
2012,19,lotus_f1,302.0,1,4,288.0,1.0,4.0
2012,19,mercedes,136.0,1,5,136.0,1.0,5.0
2012,19,sauber,124.0,0,6,124.0,0.0,6.0
2012,19,force_india,99.0,0,7,95.0,0.0,7.0
2012,19,williams,76.0,1,8,73.0,1.0,8.0
2012,19,toro_rosso,22.0,0,9,22.0,0.0,9.0
2012,19,marussia,0.0,0,10,0.0,0.0,10.0
2012,19,caterham,0.0,0,11,0.0,0.0,11.0
2012,19,hrt,0.0,0,12,0.0,0.0,12.0
2012,20,red_bull,460.0,7,1,440.0,7.0,1.0
2012,20,ferrari,400.0,3,2,367.0,3.0,2.0
2012,20,mclaren,378.0,7,3,353.0,6.0,3.0
2012,20,lotus_f1,303.0,1,4,302.0,1.0,4.0
2012,20,mercedes,142.0,1,5,136.0,1.0,5.0
2012,20,sauber,126.0,0,6,124.0,0.0,6.0
2012,20,force_india,109.0,0,7,99.0,0.0,7.0
2012,20,williams,76.0,1,8,76.0,1.0,8.0
2012,20,toro_rosso,26.0,0,9,22.0,0.0,9.0
2012,20,caterham,0.0,0,10,0.0,0.0,11.0
2012,20,marussia,0.0,0,11,0.0,0.0,10.0
2012,20,hrt,0.0,0,12,0.0,0.0,12.0
2013,1,ferrari,30.0,0,1,0.0,0.0,0.0
2013,1,lotus_f1,26.0,1,2,0.0,0.0,0.0
2013,1,red_bull,23.0,0,3,0.0,0.0,0.0
2013,1,mercedes,10.0,0,4,0.0,0.0,0.0
2013,1,force_india,10.0,0,5,0.0,0.0,0.0
2013,1,mclaren,2.0,0,6,0.0,0.0,0.0
2013,1,toro_rosso,0.0,0,7,0.0,0.0,0.0
2013,1,sauber,0.0,0,8,0.0,0.0,0.0
2013,1,williams,0.0,0,9,0.0,0.0,0.0
2013,1,marussia,0.0,0,10,0.0,0.0,0.0
2013,1,caterham,0.0,0,11,0.0,0.0,0.0
2013,2,red_bull,66.0,1,1,23.0,0.0,3.0
2013,2,lotus_f1,40.0,1,2,26.0,1.0,2.0
2013,2,ferrari,40.0,0,3,30.0,0.0,1.0
2013,2,mercedes,37.0,0,4,10.0,0.0,4.0
2013,2,force_india,10.0,0,5,10.0,0.0,5.0
2013,2,sauber,4.0,0,6,0.0,0.0,8.0
2013,2,mclaren,4.0,0,7,2.0,0.0,6.0
2013,2,toro_rosso,1.0,0,8,0.0,0.0,7.0
2013,2,williams,0.0,0,9,0.0,0.0,9.0
2013,2,marussia,0.0,0,10,0.0,0.0,10.0
2013,2,caterham,0.0,0,11,0.0,0.0,11.0
2013,3,red_bull,78.0,1,1,66.0,1.0,1.0
2013,3,ferrari,73.0,1,2,40.0,0.0,3.0
2013,3,lotus_f1,60.0,1,3,40.0,1.0,2.0
2013,3,mercedes,52.0,0,4,37.0,0.0,4.0
2013,3,mclaren,14.0,0,5,4.0,0.0,7.0
2013,3,force_india,14.0,0,6,10.0,0.0,5.0
2013,3,toro_rosso,7.0,0,7,1.0,0.0,8.0
2013,3,sauber,5.0,0,8,4.0,0.0,6.0
2013,3,williams,0.0,0,9,0.0,0.0,9.0
2013,3,marussia,0.0,0,10,0.0,0.0,10.0
2013,3,caterham,0.0,0,11,0.0,0.0,11.0
2013,4,red_bull,109.0,2,1,78.0,1.0,1.0
2013,4,lotus_f1,93.0,1,2,60.0,1.0,3.0
2013,4,ferrari,77.0,1,3,73.0,1.0,2.0
2013,4,mercedes,64.0,0,4,52.0,0.0,4.0
2013,4,force_india,26.0,0,5,14.0,0.0,6.0
2013,4,mclaren,23.0,0,6,14.0,0.0,5.0
2013,4,toro_rosso,7.0,0,7,7.0,0.0,7.0
2013,4,sauber,5.0,0,8,5.0,0.0,8.0
2013,4,williams,0.0,0,9,0.0,0.0,9.0
2013,4,marussia,0.0,0,10,0.0,0.0,10.0
2013,4,caterham,0.0,0,11,0.0,0.0,11.0
2013,5,red_bull,131.0,2,1,109.0,2.0,1.0
2013,5,ferrari,117.0,2,2,77.0,1.0,3.0
2013,5,lotus_f1,111.0,1,3,93.0,1.0,2.0
2013,5,mercedes,72.0,0,4,64.0,0.0,4.0
2013,5,force_india,32.0,0,5,26.0,0.0,5.0
2013,5,mclaren,29.0,0,6,23.0,0.0,6.0
2013,5,toro_rosso,8.0,0,7,7.0,0.0,7.0
2013,5,sauber,5.0,0,8,5.0,0.0,8.0
2013,5,williams,0.0,0,9,0.0,0.0,9.0
2013,5,marussia,0.0,0,10,0.0,0.0,10.0
2013,5,caterham,0.0,0,11,0.0,0.0,11.0
2013,6,red_bull,164.0,2,1,131.0,2.0,1.0
2013,6,ferrari,123.0,2,2,117.0,2.0,2.0
2013,6,lotus_f1,112.0,1,3,111.0,1.0,3.0
2013,6,mercedes,109.0,1,4,72.0,0.0,4.0
2013,6,force_india,44.0,0,5,32.0,0.0,5.0
2013,6,mclaren,37.0,0,6,29.0,0.0,6.0
2013,6,toro_rosso,12.0,0,7,8.0,0.0,7.0
2013,6,sauber,5.0,0,8,5.0,0.0,8.0
2013,6,williams,0.0,0,9,0.0,0.0,9.0
2013,6,marussia,0.0,0,10,0.0,0.0,10.0
2013,6,caterham,0.0,0,11,0.0,0.0,11.0
2013,7,red_bull,201.0,3,1,164.0,2.0,1.0
2013,7,ferrari,145.0,2,2,123.0,2.0,2.0
2013,7,mercedes,134.0,1,3,109.0,1.0,4.0
2013,7,lotus_f1,114.0,1,4,112.0,1.0,3.0
2013,7,force_india,51.0,0,5,44.0,0.0,5.0
2013,7,mclaren,37.0,0,6,37.0,0.0,6.0
2013,7,toro_rosso,20.0,0,7,12.0,0.0,7.0
2013,7,sauber,5.0,0,8,5.0,0.0,8.0
2013,7,williams,0.0,0,9,0.0,0.0,9.0
2013,7,marussia,0.0,0,10,0.0,0.0,10.0
2013,7,caterham,0.0,0,11,0.0,0.0,11.0
2013,8,red_bull,219.0,3,1,201.0,3.0,1.0
2013,8,mercedes,171.0,2,2,134.0,1.0,3.0
2013,8,ferrari,168.0,2,3,145.0,2.0,2.0
2013,8,lotus_f1,124.0,1,4,114.0,1.0,4.0
2013,8,force_india,59.0,0,5,51.0,0.0,5.0
2013,8,mclaren,37.0,0,6,37.0,0.0,6.0
2013,8,toro_rosso,24.0,0,7,20.0,0.0,7.0
2013,8,sauber,6.0,0,8,5.0,0.0,8.0
2013,8,williams,0.0,0,9,0.0,0.0,9.0
2013,8,marussia,0.0,0,10,0.0,0.0,10.0
2013,8,caterham,0.0,0,11,0.0,0.0,11.0
2013,9,red_bull,250.0,4,1,219.0,3.0,1.0
2013,9,mercedes,183.0,2,2,171.0,2.0,2.0
2013,9,ferrari,180.0,2,3,168.0,2.0,3.0
2013,9,lotus_f1,157.0,1,4,124.0,1.0,4.0
2013,9,force_india,59.0,0,5,59.0,0.0,5.0
2013,9,mclaren,49.0,0,6,37.0,0.0,6.0
2013,9,toro_rosso,24.0,0,7,24.0,0.0,7.0
2013,9,sauber,7.0,0,8,6.0,0.0,8.0
2013,9,williams,0.0,0,9,0.0,0.0,9.0
2013,9,marussia,0.0,0,10,0.0,0.0,10.0
2013,9,caterham,0.0,0,11,0.0,0.0,11.0
2013,10,red_bull,277.0,4,1,250.0,4.0,1.0
2013,10,mercedes,208.0,3,2,183.0,2.0,2.0
2013,10,ferrari,194.0,2,3,180.0,2.0,3.0
2013,10,lotus_f1,183.0,1,4,157.0,1.0,4.0
2013,10,force_india,59.0,0,5,59.0,0.0,5.0
2013,10,mclaren,57.0,0,6,49.0,0.0,6.0
2013,10,toro_rosso,24.0,0,7,24.0,0.0,7.0
2013,10,sauber,7.0,0,8,7.0,0.0,8.0
2013,10,williams,1.0,0,9,0.0,0.0,9.0
2013,10,marussia,0.0,0,10,0.0,0.0,10.0
2013,10,caterham,0.0,0,11,0.0,0.0,11.0
2013,11,red_bull,312.0,5,1,277.0,4.0,1.0
2013,11,mercedes,235.0,3,2,208.0,3.0,2.0
2013,11,ferrari,218.0,2,3,194.0,2.0,3.0
2013,11,lotus_f1,187.0,1,4,183.0,1.0,4.0
2013,11,mclaren,65.0,0,5,57.0,0.0,6.0
2013,11,force_india,61.0,0,6,59.0,0.0,5.0
2013,11,toro_rosso,25.0,0,7,24.0,0.0,7.0
2013,11,sauber,7.0,0,8,7.0,0.0,8.0
2013,11,williams,1.0,0,9,1.0,0.0,9.0
2013,11,marussia,0.0,0,10,0.0,0.0,10.0
2013,11,caterham,0.0,0,11,0.0,0.0,11.0
2013,12,red_bull,352.0,6,1,312.0,5.0,1.0
2013,12,ferrari,248.0,2,2,218.0,2.0,3.0
2013,12,mercedes,245.0,3,3,235.0,3.0,2.0
2013,12,lotus_f1,191.0,1,4,187.0,1.0,4.0
2013,12,mclaren,66.0,0,5,65.0,0.0,5.0
2013,12,force_india,61.0,0,6,61.0,0.0,6.0
2013,12,toro_rosso,31.0,0,7,25.0,0.0,7.0
2013,12,sauber,17.0,0,8,7.0,0.0,8.0
2013,12,williams,1.0,0,9,1.0,0.0,9.0
2013,12,marussia,0.0,0,10,0.0,0.0,10.0
2013,12,caterham,0.0,0,11,0.0,0.0,11.0
2013,13,red_bull,377.0,7,1,352.0,6.0,1.0
2013,13,ferrari,274.0,2,2,248.0,2.0,2.0
2013,13,mercedes,267.0,3,3,245.0,3.0,3.0
2013,13,lotus_f1,206.0,1,4,191.0,1.0,4.0
2013,13,mclaren,76.0,0,5,66.0,0.0,5.0
2013,13,force_india,62.0,0,6,61.0,0.0,6.0
2013,13,toro_rosso,31.0,0,7,31.0,0.0,7.0
2013,13,sauber,19.0,0,8,17.0,0.0,8.0
2013,13,williams,1.0,0,9,1.0,0.0,9.0
2013,13,marussia,0.0,0,10,0.0,0.0,10.0
2013,13,caterham,0.0,0,11,0.0,0.0,11.0
2013,14,red_bull,402.0,8,1,377.0,7.0,1.0
2013,14,ferrari,284.0,2,2,274.0,2.0,2.0
2013,14,mercedes,283.0,3,3,267.0,3.0,3.0
2013,14,lotus_f1,239.0,1,4,206.0,1.0,4.0
2013,14,mclaren,81.0,0,5,76.0,0.0,5.0
2013,14,force_india,62.0,0,6,62.0,0.0,6.0
2013,14,sauber,31.0,0,7,19.0,0.0,8.0
2013,14,toro_rosso,31.0,0,8,31.0,0.0,7.0
2013,14,williams,1.0,0,9,1.0,0.0,9.0
2013,14,marussia,0.0,0,10,0.0,0.0,10.0
2013,14,caterham,0.0,0,11,0.0,0.0,11.0
2013,15,red_bull,445.0,9,1,402.0,8.0,1.0
2013,15,ferrari,297.0,2,2,284.0,2.0,2.0
2013,15,mercedes,287.0,3,3,283.0,3.0,3.0
2013,15,lotus_f1,264.0,1,4,239.0,1.0,4.0
2013,15,mclaren,83.0,0,5,81.0,0.0,5.0
2013,15,force_india,62.0,0,6,62.0,0.0,6.0
2013,15,sauber,45.0,0,7,31.0,0.0,7.0
2013,15,toro_rosso,31.0,0,8,31.0,0.0,8.0
2013,15,williams,1.0,0,9,1.0,0.0,9.0
2013,15,marussia,0.0,0,10,0.0,0.0,10.0
2013,15,caterham,0.0,0,11,0.0,0.0,11.0
2013,16,red_bull,470.0,10,1,445.0,9.0,1.0
2013,16,mercedes,313.0,3,2,287.0,3.0,3.0
2013,16,ferrari,309.0,2,3,297.0,2.0,2.0
2013,16,lotus_f1,285.0,1,4,264.0,1.0,4.0
2013,16,mclaren,93.0,0,5,83.0,0.0,5.0
2013,16,force_india,68.0,0,6,62.0,0.0,6.0
2013,16,sauber,45.0,0,7,45.0,0.0,7.0
2013,16,toro_rosso,32.0,0,8,31.0,0.0,8.0
2013,16,williams,1.0,0,9,1.0,0.0,9.0
2013,16,marussia,0.0,0,10,0.0,0.0,10.0
2013,16,caterham,0.0,0,11,0.0,0.0,11.0
2013,17,red_bull,513.0,11,1,470.0,10.0,1.0
2013,17,mercedes,334.0,3,2,313.0,3.0,2.0
2013,17,ferrari,323.0,2,3,309.0,2.0,3.0
2013,17,lotus_f1,297.0,1,4,285.0,1.0,4.0
2013,17,mclaren,95.0,0,5,93.0,0.0,5.0
2013,17,force_india,77.0,0,6,68.0,0.0,6.0
2013,17,sauber,45.0,0,7,45.0,0.0,7.0
2013,17,toro_rosso,32.0,0,8,32.0,0.0,8.0
2013,17,williams,1.0,0,9,1.0,0.0,9.0
2013,17,marussia,0.0,0,10,0.0,0.0,10.0
2013,17,caterham,0.0,0,11,0.0,0.0,11.0
2013,18,red_bull,553.0,12,1,513.0,11.0,1.0
2013,18,mercedes,348.0,3,2,334.0,3.0,2.0
2013,18,ferrari,333.0,2,3,323.0,2.0,3.0
2013,18,lotus_f1,315.0,1,4,297.0,1.0,4.0
2013,18,mclaren,102.0,0,5,95.0,0.0,5.0
2013,18,force_india,77.0,0,6,77.0,0.0,6.0
2013,18,sauber,53.0,0,7,45.0,0.0,7.0
2013,18,toro_rosso,32.0,0,8,32.0,0.0,8.0
2013,18,williams,5.0,0,9,1.0,0.0,9.0
2013,18,marussia,0.0,0,10,0.0,0.0,10.0
2013,18,caterham,0.0,0,11,0.0,0.0,11.0
2013,19,red_bull,596.0,13,1,553.0,12.0,1.0
2013,19,mercedes,360.0,3,2,348.0,3.0,2.0
2013,19,ferrari,354.0,2,3,333.0,2.0,3.0
2013,19,lotus_f1,315.0,1,4,315.0,1.0,4.0
2013,19,mclaren,122.0,0,5,102.0,0.0,5.0
2013,19,force_india,77.0,0,6,77.0,0.0,6.0
2013,19,sauber,57.0,0,7,53.0,0.0,7.0
2013,19,toro_rosso,33.0,0,8,32.0,0.0,8.0
2013,19,williams,5.0,0,9,5.0,0.0,9.0
2013,19,marussia,0.0,0,10,0.0,0.0,10.0
2013,19,caterham,0.0,0,11,0.0,0.0,11.0
2014,1,mclaren,33.0,0,1,0.0,0.0,0.0
2014,1,mercedes,25.0,1,2,0.0,0.0,0.0
2014,1,ferrari,18.0,0,3,0.0,0.0,0.0
2014,1,williams,10.0,0,4,0.0,0.0,0.0
2014,1,force_india,9.0,0,5,0.0,0.0,0.0
2014,1,toro_rosso,6.0,0,6,0.0,0.0,0.0
2014,1,sauber,0.0,0,7,0.0,0.0,0.0
2014,1,marussia,0.0,0,8,0.0,0.0,0.0
2014,1,lotus_f1,0.0,0,9,0.0,0.0,0.0
2014,1,caterham,0.0,0,10,0.0,0.0,0.0
2014,1,red_bull,0.0,0,11,0.0,0.0,0.0
2014,2,mercedes,68.0,2,1,25.0,1.0,2.0
2014,2,mclaren,43.0,0,2,33.0,0.0,1.0
2014,2,ferrari,30.0,0,3,18.0,0.0,3.0
2014,2,williams,20.0,0,4,10.0,0.0,4.0
2014,2,force_india,19.0,0,5,9.0,0.0,5.0
2014,2,red_bull,15.0,0,6,0.0,0.0,11.0
2014,2,toro_rosso,7.0,0,7,6.0,0.0,6.0
2014,2,sauber,0.0,0,8,0.0,0.0,7.0
2014,2,lotus_f1,0.0,0,9,0.0,0.0,9.0
2014,2,caterham,0.0,0,10,0.0,0.0,10.0
2014,2,marussia,0.0,0,11,0.0,0.0,8.0
2014,3,mercedes,111.0,3,1,68.0,2.0,1.0
2014,3,force_india,44.0,0,2,19.0,0.0,5.0
2014,3,mclaren,43.0,0,3,43.0,0.0,2.0
2014,3,red_bull,35.0,0,4,15.0,0.0,6.0
2014,3,ferrari,33.0,0,5,30.0,0.0,3.0
2014,3,williams,30.0,0,6,20.0,0.0,4.0
2014,3,toro_rosso,7.0,0,7,7.0,0.0,7.0
2014,3,lotus_f1,0.0,0,8,0.0,0.0,9.0
2014,3,sauber,0.0,0,9,0.0,0.0,8.0
2014,3,marussia,0.0,0,10,0.0,0.0,11.0
2014,3,caterham,0.0,0,11,0.0,0.0,10.0
2014,4,mercedes,154.0,4,1,111.0,3.0,1.0
2014,4,red_bull,57.0,0,2,35.0,0.0,4.0
2014,4,force_india,54.0,0,3,44.0,0.0,2.0
2014,4,ferrari,52.0,0,4,33.0,0.0,5.0
2014,4,mclaren,43.0,0,5,43.0,0.0,3.0
2014,4,williams,36.0,0,6,30.0,0.0,6.0
2014,4,toro_rosso,8.0,0,7,7.0,0.0,7.0
2014,4,lotus_f1,0.0,0,8,0.0,0.0,8.0
2014,4,sauber,0.0,0,9,0.0,0.0,9.0
2014,4,marussia,0.0,0,10,0.0,0.0,10.0
2014,4,caterham,0.0,0,11,0.0,0.0,11.0
2014,5,mercedes,197.0,5,1,154.0,4.0,1.0
2014,5,red_bull,84.0,0,2,57.0,0.0,2.0
2014,5,ferrari,66.0,0,3,52.0,0.0,4.0
2014,5,force_india,57.0,0,4,54.0,0.0,3.0
2014,5,williams,46.0,0,5,36.0,0.0,6.0
2014,5,mclaren,43.0,0,6,43.0,0.0,5.0
2014,5,toro_rosso,8.0,0,7,8.0,0.0,7.0
2014,5,lotus_f1,4.0,0,8,0.0,0.0,8.0
2014,5,sauber,0.0,0,9,0.0,0.0,9.0
2014,5,marussia,0.0,0,10,0.0,0.0,10.0
2014,5,caterham,0.0,0,11,0.0,0.0,11.0
2014,6,mercedes,240.0,6,1,197.0,5.0,1.0
2014,6,red_bull,99.0,0,2,84.0,0.0,2.0
2014,6,ferrari,78.0,0,3,66.0,0.0,3.0
2014,6,force_india,67.0,0,4,57.0,0.0,4.0
2014,6,mclaren,52.0,0,5,43.0,0.0,6.0
2014,6,williams,52.0,0,6,46.0,0.0,5.0
2014,6,lotus_f1,8.0,0,7,4.0,0.0,8.0
2014,6,toro_rosso,8.0,0,8,8.0,0.0,7.0
2014,6,marussia,2.0,0,9,0.0,0.0,10.0
2014,6,sauber,0.0,0,10,0.0,0.0,9.0
2014,6,caterham,0.0,0,11,0.0,0.0,11.0
2014,7,mercedes,258.0,6,1,240.0,6.0,1.0
2014,7,red_bull,139.0,1,2,99.0,0.0,2.0
2014,7,ferrari,87.0,0,3,78.0,0.0,3.0
2014,7,force_india,77.0,0,4,67.0,0.0,4.0
2014,7,mclaren,66.0,0,5,52.0,0.0,5.0
2014,7,williams,58.0,0,6,52.0,0.0,6.0
2014,7,toro_rosso,12.0,0,7,8.0,0.0,8.0
2014,7,lotus_f1,8.0,0,8,8.0,0.0,7.0
2014,7,marussia,2.0,0,9,2.0,0.0,9.0
2014,7,sauber,0.0,0,10,0.0,0.0,10.0
2014,7,caterham,0.0,0,11,0.0,0.0,11.0
2014,8,mercedes,301.0,7,1,258.0,6.0,1.0
2014,8,red_bull,143.0,1,2,139.0,1.0,2.0
2014,8,ferrari,98.0,0,3,87.0,0.0,3.0
2014,8,force_india,87.0,0,4,77.0,0.0,4.0
2014,8,williams,85.0,0,5,58.0,0.0,6.0
2014,8,mclaren,72.0,0,6,66.0,0.0,5.0
2014,8,toro_rosso,12.0,0,7,12.0,0.0,7.0
2014,8,lotus_f1,8.0,0,8,8.0,0.0,8.0
2014,8,marussia,2.0,0,9,2.0,0.0,9.0
2014,8,sauber,0.0,0,10,0.0,0.0,10.0
2014,8,caterham,0.0,0,11,0.0,0.0,11.0
2014,9,mercedes,326.0,8,1,301.0,7.0,1.0
2014,9,red_bull,168.0,1,2,143.0,1.0,2.0
2014,9,ferrari,106.0,0,3,98.0,0.0,3.0
2014,9,williams,103.0,0,4,85.0,0.0,5.0
2014,9,force_india,91.0,0,5,87.0,0.0,4.0
2014,9,mclaren,90.0,0,6,72.0,0.0,6.0
2014,9,toro_rosso,15.0,0,7,12.0,0.0,7.0
2014,9,lotus_f1,8.0,0,8,8.0,0.0,8.0
2014,9,marussia,2.0,0,9,2.0,0.0,9.0
2014,9,sauber,0.0,0,10,0.0,0.0,10.0
2014,9,caterham,0.0,0,11,0.0,0.0,11.0
2014,10,mercedes,366.0,9,1,326.0,8.0,1.0
2014,10,red_bull,188.0,1,2,168.0,1.0,2.0
2014,10,williams,121.0,0,3,103.0,0.0,4.0
2014,10,ferrari,116.0,0,4,106.0,0.0,3.0
2014,10,force_india,98.0,0,5,91.0,0.0,5.0
2014,10,mclaren,96.0,0,6,90.0,0.0,6.0
2014,10,toro_rosso,15.0,0,7,15.0,0.0,7.0
2014,10,lotus_f1,8.0,0,8,8.0,0.0,8.0
2014,10,marussia,2.0,0,9,2.0,0.0,9.0
2014,10,sauber,0.0,0,10,0.0,0.0,10.0
2014,10,caterham,0.0,0,11,0.0,0.0,11.0
2014,11,mercedes,393.0,9,1,366.0,9.0,1.0
2014,11,red_bull,219.0,2,2,188.0,1.0,2.0
2014,11,ferrari,142.0,0,3,116.0,0.0,4.0
2014,11,williams,135.0,0,4,121.0,0.0,3.0
2014,11,force_india,98.0,0,5,98.0,0.0,5.0
2014,11,mclaren,97.0,0,6,96.0,0.0,6.0
2014,11,toro_rosso,17.0,0,7,15.0,0.0,7.0
2014,11,lotus_f1,8.0,0,8,8.0,0.0,8.0
2014,11,marussia,2.0,0,9,2.0,0.0,9.0
2014,11,sauber,0.0,0,10,0.0,0.0,10.0
2014,11,caterham,0.0,0,11,0.0,0.0,11.0
2014,12,mercedes,411.0,9,1,393.0,9.0,1.0
2014,12,red_bull,254.0,3,2,219.0,2.0,2.0
2014,12,ferrari,160.0,0,3,142.0,0.0,3.0
2014,12,williams,150.0,0,4,135.0,0.0,4.0
2014,12,mclaren,105.0,0,5,97.0,0.0,6.0
2014,12,force_india,103.0,0,6,98.0,0.0,5.0
2014,12,toro_rosso,19.0,0,7,17.0,0.0,7.0
2014,12,lotus_f1,8.0,0,8,8.0,0.0,8.0
2014,12,marussia,2.0,0,9,2.0,0.0,9.0
2014,12,sauber,0.0,0,10,0.0,0.0,10.0
2014,12,caterham,0.0,0,11,0.0,0.0,11.0
2014,13,mercedes,454.0,10,1,411.0,9.0,1.0
2014,13,red_bull,272.0,3,2,254.0,3.0,2.0
2014,13,williams,177.0,0,3,150.0,0.0,4.0
2014,13,ferrari,162.0,0,4,160.0,0.0,3.0
2014,13,mclaren,110.0,0,5,105.0,0.0,5.0
2014,13,force_india,109.0,0,6,103.0,0.0,6.0
2014,13,toro_rosso,19.0,0,7,19.0,0.0,7.0
2014,13,lotus_f1,8.0,0,8,8.0,0.0,8.0
2014,13,marussia,2.0,0,9,2.0,0.0,9.0
2014,13,sauber,0.0,0,10,0.0,0.0,10.0
